개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세업무구분명,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3000000,300000003720180010,2018-09-18,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03165,경희궁바른동물병원,I,000,2026-05-05 22:33:02,"서울특별시 종로구 송월길 **, ****호 (홍파동, 경희궁자이 *단지)",,말소,0004,04,027359088,196711.256846666    ,452060.860508565    ,서울특별시 종로구 홍파동 **-** 경희궁자이 *단지 ,2018-09-18 16:33:52
3000000,300000003720220003,2022-03-21,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03004,무진펫,I,000,2026-05-05 22:33:03,서울특별시 종로구 평창**길 **-**(평창동),,말소,0004,04,,197598.187003856    ,456598.306974671    ,서울특별시 종로구 평창동 ***-** ,2022-03-21 09:50:02
3000000,300000003720080002,2008-10-08,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03030,명품애견,I,000,2026-05-05 22:33:02,서울특별시 종로구 통일로 *** (무악동),,말소,0004,04,,,,서울특별시 종로구 무악동 **-* ,2016-01-29 17:06:06
3000000,300000003720100001,2010-10-01,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,월드펫동물병원,I,000,2026-05-05 22:33:02,,,말소,0004,04,,196444.558512343    ,455996.128787691    ,서울특별시 종로구 신영동 ***-* ,2016-01-12 14:36:39
3000000,300000003720110001,2011-10-28,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,,꼬꼬마 애견샵,I,000,2026-05-05 22:33:02,,,말소,0004,04,,196467.975088253    ,452566.134030104    ,서울특별시 종로구 무악동 ** 무악현대아파트 상가*층동 ***호,2014-03-12 15:22:57
3000000,300000003720150001,2015-03-11,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03111,월드컵애견,I,F00,2026-05-05 22:33:02,서울특별시 종로구 보문로 ** (숭인동),,말소,0004,04,029043333,201959.524603547    ,452746.432287728    ,서울특별시 종로구 숭인동 **** ,2016-03-23 09:47:05
3000000,300000003720160001,2016-08-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03120,가든조류원,I,000,2026-05-05 22:33:02,"서울특별시 종로구 청계천로 ***, D동 *층 **호 (창신동)",,말소,0004,04,,201236.543011311    ,451980.76162207     ,,2018-11-27 10:16:12
3000000,300000003720160002,2016-08-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03120,형제조류,I,000,2026-05-05 22:33:02,"서울특별시 종로구 청계천로 ***, D동 *층 **호 (창신동)",,말소,0004,04,,201236.543011311    ,451980.76162207     ,,2016-08-24 17:30:35
3000000,300000003720160003,2016-08-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03120,한밭애조원,I,000,2026-05-05 22:33:02,"서울특별시 종로구 청계천로 ***, D동 *층 **호 (창신동)",,말소,0004,04,,201236.543011311    ,451980.76162207     ,,2016-08-24 17:35:02
3000000,300000003720160004,2016-08-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03120,미화조류,I,000,2026-05-05 22:33:02,"서울특별시 종로구 청계천로 ***, D동 *층 **호 (창신동)",,말소,0004,04,,201236.543011311    ,451980.76162207     ,,2016-08-24 17:36:02
3000000,300000003720160005,2016-08-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03120,삼성조류,I,000,2026-05-05 22:33:02,"서울특별시 종로구 청계천로 ***, D동 *층 **호 (창신동)",,말소,0004,04,027631103,201236.543011311    ,451980.76162207     ,,2016-08-24 17:36:53
3000000,300000003720180001,2018-04-27,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03100,퍼플캣,I,000,2026-05-05 22:33:02,"서울특별시 종로구 율곡로 ***, *층 (이화동)",,말소,0004,04,,200255.003244395    ,452667.264893433    ,서울특별시 종로구 이화동 ***-* *층 ,2018-04-27 16:18:25
3000000,300000003720180002,2018-08-07,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03109,나나애견미용,I,000,2026-05-05 22:33:02,서울특별시 종로구 지봉로 **-* (숭인동),,말소,0004,04,027654612,201319.023034253    ,452687.591012716    ,서울특별시 종로구 숭인동 **-*** ,2018-08-07 16:48:21
3000000,300000003720180003,2018-08-20,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03169,서촌도그살롱,I,000,2026-05-05 22:33:02,"서울특별시 종로구 사직로*길 *-*, *층 ***호 (필운동)",,말소,0004,04,,197247.96898135     ,452558.984058705    ,서울특별시 종로구 필운동 *** ,2018-08-20 16:57:27
3000000,300000003720180004,2018-08-20,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03169,서촌도그살롱,I,000,2026-05-05 22:33:02,"서울특별시 종로구 사직로*길 *-*, *층 ***호 (필운동)",,말소,0004,04,,197247.96898135     ,452558.984058705    ,서울특별시 종로구 필운동 *** ,2018-08-20 17:00:59
3000000,300000003720180005,2018-08-30,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03021,북악동물병원,I,000,2026-05-05 22:33:02,서울특별시 종로구 자하문로 *** (홍지동),,말소,0004,04,023914575,196420.140799836    ,455175.041431888    ,서울특별시 종로구 홍지동 ***-* ,2018-08-30 17:37:18
3000000,300000003720180006,2018-08-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03097,이쁜아이,I,000,2026-05-05 22:33:02,서울특별시 종로구 창신길 ** (창신동),,말소,0004,04,,200857.831022769    ,452546.949041533    ,서울특별시 종로구 창신동 ***-* ,2018-08-31 17:13:37
3000000,300000003720180007,2018-09-11,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03086,미어켓파크,I,L00,2026-05-05 22:33:02,"서울특별시 종로구 대학로**길 **, *층 (동숭동)",,말소,0004,04,027627201,200178.724251664    ,453254.499540614    ,서울특별시 종로구 동숭동 *-*** ,2019-02-14 14:01:09
3000000,300000003720180008,2018-09-12,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03007,월드펫동물병원,I,000,2026-05-05 22:33:02,서울특별시 종로구 진흥로 ***-* (신영동),,말소,0004,04,023797575,196470.449471829    ,455970.888515918    ,서울특별시 종로구 신영동 *-** ,2018-09-12 17:31:43
3000000,300000003720180009,2018-09-13,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03103,아지나라,I,000,2026-05-05 22:33:02,서울특별시 종로구 지봉로 **-* (창신동),,말소,0004,04,,201303.596690751    ,452530.995049842    ,서울특별시 종로구 창신동 **-* ,2018-09-13 16:13:58
3000000,300000003720180011,2018-09-21,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03085,홍주스컵,I,000,2026-05-05 22:33:02,서울특별시 종로구 낙산길 ** (동숭동),,말소,0004,04,,200408.419197526    ,453144.519090577    ,서울특별시 종로구 동숭동 ***-*** ,2018-09-21 09:17:05
3000000,300000003720180012,2018-09-21,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03075,대학로동물병원,I,000,2026-05-05 22:33:02,서울특별시 종로구 창경궁로 *** (명륜*가),,말소,0004,04,0236728441,199947.178659037    ,453593.826987348    ,서울특별시 종로구 명륜*가 **-* ,2018-09-21 09:18:19
3000000,300000003720180013,2018-10-04,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03169,누리봄동물병원,I,000,2026-05-05 22:33:02,서울특별시 종로구 사직로**길 * (내자동),,말소,0004,04,027357530,197374.347630839    ,452611.452584222    ,서울특별시 종로구 내자동 ***-* ,2022-02-16 13:37:02
3000000,300000003720180014,2018-10-04,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03042,광화문동물병원,I,000,2026-05-05 22:33:02,서울특별시 종로구 자하문로 **-* (효자동),,말소,0004,04,027228275,197364.614476836    ,453303.293915738    ,서울특별시 종로구 효자동 ** ,2018-12-18 10:22:14
3000000,300000003720180015,2018-10-16,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03053,집사의 하루 북촌점,I,000,2026-05-05 22:33:02,"서울특별시 종로구 북촌로*가길 **, *, *층 (화동)",,말소,0004,04,027927984,198347.210186346    ,453115.086357308    ,서울특별시 종로구 화동 ** ,2022-01-12 17:40:16
3000000,300000003720180016,2018-10-17,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03113,Dog star,I,000,2026-05-05 22:33:02,"서울특별시 종로구 지봉로 **-*, *층 (숭인동)",,말소,0004,04,027424806,201335.490343284    ,452532.491900794    ,서울특별시 종로구 숭인동 **-** ,2018-10-17 15:27:22
3000000,300000003720180017,2018-10-18,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03126,미션코리아,I,000,2026-05-05 22:33:02,"서울특별시 종로구 대학로 **, *층 (효제동)",,말소,0004,04,,200126.766304313    ,452265.173517838    ,서울특별시 종로구 효제동 ***-* ,2021-07-02 13:26:29
3000000,300000003720180018,2018-11-01,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03078,금고양이카페,I,000,2026-05-05 22:33:02,"서울특별시 종로구 대명길 *, *층 (명륜*가)",,말소,0004,04,,200013.660313627    ,453450.695152508    ,서울특별시 종로구 명륜*가 *-* ,2021-02-03 14:01:39
3000000,300000003720180019,2018-12-11,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03018,맨즈펫,I,000,2026-05-05 22:33:02,"서울특별시 종로구 세검정로*길 **-*, B***호 (신영동, 부민베스트빌라)",,말소,0004,04,,196608.39361802     ,455342.039248135    ,서울특별시 종로구 신영동 *** 부민베스트빌라 B***호,2019-10-16 17:06:19
3000000,300000003720180020,2018-12-13,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03164,상자속고양이,I,000,2026-05-05 22:33:02,"서울특별시 종로구 삼일대로 ***-*, 세인빌딩 *층 (인사동)",,말소,0004,04,,198811.965898086    ,452040.822179636    ,서울특별시 종로구 인사동 **-* 세인빌딩 ,2020-08-19 15:27:47
3000000,300000003720180021,2018-12-27,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03092,몽샵,I,000,2026-05-05 22:33:02,"서울특별시 종로구 낙산길 ***, *단지 상가동 *층 *호 (창신동, 창신쌍용아파트 *지구)",,말소,0004,04,027430050,200971.425717609    ,453113.875178674    ,서울특별시 종로구 창신동 *** 창신쌍용아파트 *지구 ,2018-12-27 17:13:32
3000000,300000003720190002,2019-02-21,,폐업,2022-05-23,,,,0,,03108,뉴골드,I,000,2026-05-05 22:33:02,서울특별시 종로구 지봉로**길 ** (숭인동),,폐업,0002,03,027442704,201352.174478       ,452895.318057526    ,서울특별시 종로구 숭인동 **-** ,2022-05-23 09:39:42
3000000,300000003720190001,2019-01-06,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03095,요기독 강아지분양 고양이분양 서울본점,I,000,2026-05-05 22:33:02,"서울특별시 종로구 지봉로 **, ***호 (창신동, 브라운스톤 창신)",,말소,0004,04,,201258.062657124    ,452787.132831042    ,서울특별시 종로구 창신동 **-** 브라운스톤 창신 ***호,2021-12-14 10:46:16
3000000,300000003720190003,2019-03-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03008,오묘한집고양이호텔,I,000,2026-05-05 22:33:03,"서울특별시 종로구 평창*길 **-*, ***동 ***호 (신영동, 평창선그린)",,말소,0004,04,,196626.08647978     ,455831.205972998    ,서울특별시 종로구 신영동 *-* 평창선그린 ,2021-04-05 17:20:18
3000000,300000003720190004,2019-04-09,,취소/말소/만료/정지/중지,2023-06-14,,,,0,,03109,강아지백과사전@고양이백과사전,I,000,2026-05-05 22:33:03,서울특별시 종로구 지봉로*길 **-* (숭인동),,말소,0004,04,,201389.760660214    ,452601.258341923    ,서울특별시 종로구 숭인동 **-* ,2023-07-20 10:41:44
3000000,300000003720190005,2019-05-10,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03075,레인독,I,000,2026-05-05 22:33:03,"서울특별시 종로구 혜화로*길 *, ***동 상가 ***호 (명륜*가, 명륜동주상복합아남아파트)",,말소,0004,04,,199954.044722095    ,453701.572334399    ,서울특별시 종로구 명륜*가 *** 명륜동주상복합아남아파트 ,2019-05-10 16:17:25
3000000,300000003720190006,2019-07-24,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03115,한국반려동물아카데미뷰티샵,I,000,2026-05-05 22:33:03,"서울특별시 종로구 종로 ***, 태정빌딩 *층 ***호 (숭인동)",,말소,0004,04,0269593965,201809.67645682     ,452460.718015096    ,서울특별시 종로구 숭인동 ***-* 태정빌딩 ,2019-07-24 13:43:32
3000000,300000003720190007,2019-10-18,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03004,GECOS(개코스),I,000,2026-05-05 22:33:03,서울특별시 종로구 평창**길 * (평창동),,말소,0004,04,,197514.970368381    ,456817.931202594    ,서울특별시 종로구 평창동 ***-** ,2020-06-16 15:01:28
3000000,300000003720200001,2020-06-16,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03073,공병호펫택시,I,000,2026-05-05 22:33:03,서울특별시 종로구 성균관로*길 **-* (명륜*가),,말소,0004,04,,199454.262419139    ,453687.425364889    ,서울특별시 종로구 명륜*가 **-* ,2020-06-16 14:16:30
3000000,300000003720200002,2020-09-04,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03086,강아지대학로,I,000,2026-05-05 22:33:03,"서울특별시 종로구 대학로**길 **, 한양빌딩 지하동 *층 (동숭동)",,말소,0004,04,,200257.638078403    ,453091.418604655    ,서울특별시 종로구 동숭동 *-*** 한양빌딩 ,2021-06-22 13:07:12
3000000,300000003720210001,2021-03-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03095,허그댕댕,I,000,2026-05-05 22:33:03,"서울특별시 종로구 지봉로 **, *층 ***호 (창신동, 브라운스톤 창신)",,말소,0004,04,,201258.062657124    ,452787.132831042    ,서울특별시 종로구 창신동 **-** 브라운스톤 창신 ,2021-03-31 18:18:23
3000000,300000003720210002,2021-08-30,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03107,"사계절, 몽",I,000,2026-05-05 22:33:03,"서울특별시 종로구 동망산길 **, B***호 (숭인동, 종로센트레빌)",,말소,0004,04,,201337.319447521    ,453186.514926777    ,서울특별시 종로구 숭인동 *-* 종로센트레빌 ,2021-08-30 10:50:06
3000000,300000003720220001,2018-10-04,,취소/말소/만료/정지/중지,2022-04-28,,,,,,03169,누리봄동물병원,I,000,2026-05-05 22:33:03,서울특별시 종로구 사직로**길 *(내자동),,말소,0004,04,,197374.347630839    ,452611.452584222    ,서울특별시 종로구 내자동 ***-* ,2022-02-16 17:11:30
3000000,300000003720220002,2022-03-02,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,03030,햄트리,I,000,2026-05-05 22:33:03,"서울특별시 종로구 통일로 ***, ***호 (무악동)",,말소,0004,04,,196079.544115659    ,452655.045595768    ,서울특별시 종로구 무악동 **-* ***호,2022-03-02 17:57:05
3000000,300000003720080001,2008-09-08,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,퍼피앤피플,I,000,2026-05-05 22:33:02,,,말소,0004,04,,199897.873410763    ,453933.833204488    ,서울특별시 종로구 명륜*가 **-* ,2010-12-31 13:34:05
3010000,301000003720080010,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,서울애견도매센타,I,000,2026-05-10 22:33:02,,,말소,0004,04,22697565,,,서울특별시 중구 충무로*가 **-* ,2013-11-05 18:31:25
3010000,301000003720080009,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04619,한국애견경매장,I,000,2026-05-10 22:33:02,"서울특별시 중구 퇴계로 ***-*, *층 (묵정동)",,말소,0004,04,22789822,199917.446868146    ,451116.166518376    ,서울특별시 중구 묵정동 **-* ,2014-08-29 14:03:42
3010000,301000003720080012,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,광일애견,I,000,2026-05-10 22:33:02,,,말소,0004,04,22761238,,,서울특별시 중구 충무로*가 **-* ,2012-10-11 11:17:04
3010000,301000003720080013,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04624,탑애견,I,000,2026-05-10 22:33:02,서울특별시 중구 퇴계로 *** (충무로*가),,말소,0004,04,22795742,199713.657726079    ,451055.847208306    ,서울특별시 중구 충무로*가 **-* ,2018-04-27 09:05:16
3010000,301000003720080014,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04624,명품애견,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 *** (충무로*가),,말소,0004,04,22641829,199768.512299332    ,451071.022960139    ,서울특별시 중구 충무로*가 **-* ,2015-02-13 16:50:30
3010000,301000003720080015,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,일번지애견,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 ***-* (충무로*가),,말소,0004,04,22692933,199667.464688622    ,451098.699702399    ,서울특별시 중구 충무로*가 **-* ,2020-10-27 16:06:12
3010000,301000003720080016,2008-10-31,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,,파빌론애견,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 *** (묵정동),,말소,0004,04,22791016,199865.756125116    ,451102.390346095    ,서울특별시 중구 묵정동 **-* ,2018-04-27 09:06:52
3010000,301000003720100001,2010-08-27,,취소/말소/만료/정지/중지,2022-04-28,,,,0,,04558,펫,I,000,2026-05-10 22:33:03,"서울특별시 중구 퇴계로 ***, *층 (충무로*가)",,말소,0004,04,22681255,199646.87000512     ,451091.938273853    ,서울특별시 중구 충무로*가 ***-* *층 ,2021-05-04 15:33:19
3010000,301000003720110001,2011-02-18,,취소/말소/만료/정지/중지,2022-04-28,,,,,,,월드컵애견,I,000,2026-05-10 22:33:03,서울특별시 중구 퇴계로 ***-* (묵정동),,말소,0004,04,22782309,199930.85829926     ,451121.344849729    ,서울특별시 중구 묵정동 **-* ,2011-10-24 13:21:35
